path,duration_s,zcr,clipping_rate,silence_ratio,kurtosis,spectral_flatness,snr_db,c50_db,vad_ratio,language
data\audios\hindi\train-00002-of-00064\5225e9f4-8a0e-4569-985d-579d026369ed_0_chunk_27.flac,0.638,0.09220598638057709,0.0006857366771159875,0.14285714285714285,4.8666605949401855,0.00024897377497835893,27.982500076293945,-38.3165397644043,0.7619047619047619,hindi
data\audios\hindi\valid-00000-of-00001\b289f89e-aa04-4a91-b265-15efeab2df7c_1_chunk_18.flac,2.656,0.08330566436052322,0.0,0.14772727272727273,6.54165506362915,6.865762377733555e-05,25.69361686706543,-48.960880279541016,0.7954545454545454,hindi
data\audios\hindi\valid-00000-of-00001\5d1a6e38-39e5-4678-8c6d-754990f8c4e5_0_chunk_4.flac,11.365,0.09001888334751129,0.0,0.23809523809523808,7.927979946136475,0.0010243160121595181,38.101314544677734,-36.87390899658203,0.7592592592592593,hindi
data\audios\hindi\valid-00000-of-00001\5377bf4a-5631-47cb-bf30-5a9a0b2dd781_1_chunk_7.flac,0.929,0.05389700457453728,0.0,0.1,5.8034892082214355,0.017884053407892484,14.595074653625488,-23.49054527282715,0.8,hindi
data\audios\hindi\train-00004-of-00064\dfa1e638-16da-4584-a935-478ee8eac1df_0_chunk_25.flac,1.726,0.06504780054092407,0.0,0.2982456140350877,10.930479049682617,0.0008279591669177005,30.176429748535156,-29.68497085571289,0.7017543859649122,hindi
data\audios\hindi\train-00003-of-00064\1497b6de-d1b0-4dc8-87a4-cc2307d24837_1_chunk_16.flac,0.665,0.07064908742904663,0.0,0.22727272727272727,10.938239097595215,9.305041492261711e-05,24.301660537719727,-16.765424728393555,0.7727272727272727,hindi
data\audios\hindi\train-00004-of-00064\71218f22-dcbe-48b3-bea5-f419fc247153_1_chunk_16.flac,2.582,0.1141064241528511,0.0,0.1744186046511628,9.44640827178955,0.007884422301332109,28.633983612060547,-33.22161865234375,0.7906976744186046,hindi
data\audios\hindi\train-00000-of-00064\21ac5e5b-0b80-4e86-9bd7-cfe7573fdd94_0_chunk_28.flac,0.959,0.12074887007474899,0.0,0.3870967741935484,11.484867095947266,0.0009860399465366036,33.08695983886719,-25.922290802001953,0.6129032258064516,hindi
data\audios\hindi\train-00000-of-00064\5348024557901218_chunk_33.flac,12.831,0.11907125264406204,0.0,0.40046838407494145,4.639595985412598,0.03480034860800573,26.548450469970703,-22.147567749023438,0.5971896955503513,hindi
data\audios\hindi\train-00001-of-00064\95788d95-620d-4d4c-9c50-8032f1b6a142_0_chunk_6.flac,1.215,0.09796450287103653,0.0,0.175,8.511444091796875,0.00032216033090683383,28.97446060180664,-49.75932312011719,0.8,hindi
data\audios\hindi\train-00003-of-00064\0dac079a-1058-40b0-bb59-58efd662fd55_0_chunk_16.flac,1.44,0.09044450521469116,0.0,0.7708333333333334,14.811650276184082,0.2901450992849793,60.0,-106.88359069824219,0.22916666666666666,hindi
data\audios\hindi\train-00001-of-00064\7f37e418-52de-4066-b78e-d4b7556ee5e2_0_chunk_6.flac,1.12,0.12317325919866562,0.0,0.7297297297297297,17.28055191040039,0.024704514348896284,48.450714111328125,-56.019134521484375,0.2702702702702703,hindi
data\audios\hindi\train-00002-of-00064\5348024557924038_chunk_15.flac,5.319,0.08206833899021149,0.0,0.7175141242937854,18.569366455078125,0.01879509953043071,28.686847686767578,-42.04615020751953,0.2768361581920904,hindi
data\audios\hindi\train-00001-of-00064\2993d4c9-67b5-4dd3-a139-c02bbbfe756b_1_chunk_4.flac,2.176,0.07559151202440262,0.0,0.08333333333333333,10.111108779907227,0.0002972064531203272,21.72134017944336,-60.1807746887207,0.7916666666666666,hindi
data\audios\hindi\train-00004-of-00064\7a6f1810-d132-4d70-a838-b11346f73bc9_0_chunk_8.flac,6.783,0.07418663799762726,0.0,0.34513274336283184,6.249067306518555,0.006463357247088033,46.66360855102539,-29.877506256103516,0.6548672566371682,hindi
data\audios\hindi\train-00003-of-00064\74bbe9f1-ea77-4273-a2d2-500007298a02_1_chunk_11.flac,5.647,0.13639341294765472,0.0,0.22872340425531915,7.753206253051758,0.0030094336758753914,31.090391159057617,-33.786170959472656,0.7074468085106383,hindi
data\audios\hindi\train-00003-of-00064\8eb1582c-56e8-4b8e-aeb0-6bb8dd198de0_1_chunk_30.flac,2.034,0.09517651051282883,0.0,0.7164179104477612,19.768043518066406,0.1501431944476626,60.0,-117.292236328125,0.2537313432835821,hindi
data\audios\hindi\train-00001-of-00064\01babe43-cf1a-4d17-a6ac-f440ad2678da_0_chunk_27.flac,5.151,0.08849455416202545,0.0,0.4152046783625731,14.153432846069336,0.0013166166480653625,31.661317825317383,-19.145652770996094,0.5847953216374269,hindi
data\audios\hindi\train-00000-of-00064\5348024557890447_chunk_13.flac,12.928,0.07714716345071793,0.0,0.20232558139534884,10.093501091003418,0.015779060511139507,25.269033432006836,-29.559951782226562,0.7790697674418605,hindi
data\audios\hindi\train-00003-of-00064\68d263f5-e546-4423-8c54-d356b5b465cc_1_chunk_7.flac,7.552,0.04845752939581871,0.0,0.3147410358565737,9.122027397155762,0.22663067289847902,60.0,-24.105321884155273,0.6852589641434262,hindi
data\audios\hindi\valid-00000-of-00001\b421ee32-db47-4d77-a1aa-490c01716663_1_chunk_5.flac,3.233,0.06487425416707993,0.0,0.11214953271028037,7.308885097503662,0.0002938109548891521,18.552658081054688,-43.346397399902344,0.794392523364486,hindi
data\audios\hindi\train-00003-of-00064\ddccff39-2711-4242-8c44-5da4ddc35902_1_chunk_18.flac,5.287,0.08976443111896515,1.1821448836769435e-05,0.06818181818181818,9.969782829284668,7.991809324913864e-05,17.806751251220703,-45.59429168701172,0.7954545454545454,hindi
data\audios\hindi\train-00005-of-00064\0e8d3905-354d-4136-9a7f-29b4353afd34_0_chunk_14.flac,1.985,0.072989821434021,0.0,0.3181818181818182,13.516246795654297,0.00042111384980410835,30.838130950927734,-21.96677017211914,0.6818181818181818,hindi
data\audios\hindi\train-00002-of-00064\d530d6be-4931-474b-8305-13e17782f38e_1_chunk_21.flac,3.292,0.10084082186222076,0.0,0.3486238532110092,15.667919158935547,0.16209861471844303,54.02617645263672,-18.818204879760742,0.6513761467889908,hindi
data\audios\hindi\valid-00000-of-00001\5348024557553018_chunk_1.flac,14.752,0.09634379297494888,0.0,0.1120162932790224,6.233794212341309,0.01686997499768562,14.121846199035645,-40.672691345214844,0.7861507128309573,hindi
data\audios\hindi\train-00005-of-00064\5348024557971252_chunk_1.flac,17.159,0.11550077795982361,0.0,0.14711033274956217,5.243856906890869,0.010266816076811038,19.653324127197266,-38.88359069824219,0.7338003502626971,hindi
data\audios\hindi\train-00001-of-00064\1076c7f5-2225-4159-b298-a464c3ed8b7c_1_chunk_12.flac,10.018,0.09815556555986404,0.0,0.3063063063063063,10.273711204528809,0.029521930203336624,42.7602424621582,-50.040733337402344,0.6906906906906907,hindi
data\audios\hindi\train-00000-of-00064\b8dc5bbb-227a-4a79-8343-bac799e95cee_1_chunk_18.flac,2.849,0.09713277220726013,0.0,0.07446808510638298,9.468667984008789,0.0004316495817294245,18.122941970825195,-17.474172592163086,0.7978723404255319,hindi
data\audios\hindi\valid-00000-of-00001\19ef6800-fc57-471b-86e5-e4a96b68a159_0_chunk_13.flac,3.039,0.06093553453683853,0.0,0.09900990099009901,5.446599960327148,0.00013747872937133757,16.43198013305664,-15.49744987487793,0.7920792079207921,hindi
data\audios\hindi\train-00004-of-00064\4aa254a9-090e-48bd-b921-b73413e751d8_1_chunk_16.flac,3.588,0.0892440602183342,0.0,0.4117647058823529,6.560749053955078,0.0030853634763254815,46.482574462890625,-24.162996292114258,0.5882352941176471,hindi
data\audios\hindi\train-00000-of-00064\90dfb666-d7cc-494b-bcdd-dad9a0b12c1d_1_chunk_19.flac,1.123,0.09893922507762909,0.0,0.32432432432432434,22.836383819580078,0.0009004032425067813,28.789213180541992,-35.81459426879883,0.6756756756756757,hindi
data\audios\hindi\train-00000-of-00064\5348024557929787_chunk_16.flac,1.695,0.1287652850151062,0.0,0.07142857142857142,6.382399082183838,0.0327681300254416,15.559675216674805,-21.680633544921875,0.7142857142857143,hindi
data\audios\hindi\train-00005-of-00064\c751bc5d-3b45-4356-baee-9b85ac86030d_1_chunk_4.flac,4.961,0.06598342955112457,0.0,0.06060606060606061,3.6860671043395996,0.00012855943682156285,13.550130844116211,-67.77176666259766,0.8,hindi
data\audios\hindi\valid-00000-of-00001\f5e0178c-354c-40c9-b3a7-687c86240a77_1_chunk_9.flac,3.052,0.0967775359749794,0.0,0.42574257425742573,6.286334037780762,0.01559280478132285,47.03440856933594,-23.74374771118164,0.5742574257425742,hindi
data\audios\hindi\train-00000-of-00064\5348024557928642_chunk_52.flac,8.387,0.07392940670251846,0.0,0.2724014336917563,9.39877700805664,0.01058721431339144,21.501556396484375,-43.747154235839844,0.7204301075268817,hindi
data\audios\hindi\train-00003-of-00064\5348024557811388_chunk_22.flac,6.152,0.11658435314893723,0.0,0.13658536585365855,4.200720310211182,0.025716996620970548,21.714393615722656,-24.09393310546875,0.751219512195122,hindi
data\audios\hindi\train-00003-of-00064\4afaabcd-a140-406b-ab0b-ed6af929b2dd_1_chunk_18.flac,3.231,0.10093067586421967,0.0,0.4766355140186916,10.999455451965332,0.0802402370271029,43.190635681152344,-28.95775032043457,0.5233644859813084,hindi
data\audios\hindi\train-00001-of-00064\27694bd9-0915-40ea-878a-56a8a3a990c6_0_chunk_11.flac,0.447,0.04056069254875183,0.0,0.21428571428571427,4.589975357055664,0.0003140103006379812,50.85407257080078,-22.538969039916992,0.7857142857142857,hindi
data\audios\hindi\train-00003-of-00064\efb7cb00-27e6-4c39-a1e7-f68fc2f5df83_0_chunk_13.flac,5.92,0.06337759643793106,0.0,0.4213197969543147,12.563109397888184,0.0005257886190803799,60.0,-90.52745056152344,0.5786802030456852,hindi
data\audios\hindi\train-00000-of-00064\c190deea-4b30-48db-a2b2-2e1952ffa9fb_0_chunk_23.flac,3.712,0.09799379110336304,0.0,0.08943089430894309,4.428683280944824,5.615113399325929e-05,22.453927993774414,-19.68041229248047,0.7967479674796748,hindi
data\audios\hindi\train-00003-of-00064\f9adddcb-dd5a-4aad-9011-8bba2464957d_1_chunk_29.flac,1.223,0.06169102340936661,0.0,0.175,4.89362096786499,0.0003487714377494526,16.922771453857422,-17.42477798461914,0.8,hindi
data\audios\hindi\train-00005-of-00064\ebaad803-762d-4cb3-8b2d-095119ac58b7_1_chunk_20.flac,23.319,0.09765491634607315,5.360435696213388e-06,0.2471042471042471,8.59060001373291,0.0019197031383688002,36.554927825927734,-82.6014633178711,0.7516087516087516,hindi
data\audios\hindi\train-00002-of-00064\5348024557929832_chunk_14.flac,6.016,0.17553235590457916,0.0,0.43,13.143818855285645,0.05287632738464414,22.146255493164062,-16.370338439941406,0.465,hindi
data\audios\hindi\train-00003-of-00064\cee48601-7c63-474b-8cb3-072ed7a9b7e1_1_chunk_22.flac,1.603,0.0626501739025116,0.0,0.1509433962264151,5.6773247718811035,0.00023528093286989096,19.250782012939453,-17.035648345947266,0.7924528301886793,hindi
data\audios\hindi\valid-00000-of-00001\5348024557885652_chunk_4.flac,8.512,0.188551664352417,0.0,0.4028268551236749,8.383590698242188,0.053706105124392396,17.498672485351562,-29.097030639648438,0.5865724381625441,hindi
data\audios\hindi\valid-00000-of-00001\c98d9317-0ab0-4800-a28f-4a2f96c0c3ce_1_chunk_17.flac,0.463,0.08385524898767471,0.0,0.2,5.7618727684021,0.00010504716813966378,21.08096694946289,-17.636695861816406,0.8,hindi
data\audios\hindi\train-00001-of-00064\a0cdcf91-fb94-4e41-a8b8-7e2767a9971f_1_chunk_19.flac,3.406,0.10993589460849762,1.8349970640046975e-05,0.6283185840707964,29.922300338745117,0.31074678596235916,60.0,-11.599844932556152,0.336283185840708,hindi
data\audios\hindi\train-00000-of-00064\a0ea2275-e9c8-438d-af00-fdbd50e272a2_1_chunk_35.flac,1.024,0.07727495580911636,0.0,0.20588235294117646,6.475688934326172,0.0008969052954703747,29.361085891723633,-65.12273406982422,0.7941176470588235,hindi
data\audios\hindi\train-00001-of-00064\bda5f991-1c53-4f9c-9055-b6264bd1516b_0_chunk_9.flac,0.737,0.10829854011535645,0.0,0.5833333333333334,15.009303092956543,0.0007131310874409841,49.1852912902832,-6.504245281219482,0.4166666666666667,hindi
data\audios\hindi\train-00005-of-00064\bb1577b2-6a24-4247-a511-8caec765d9ab_0_chunk_23.flac,0.815,0.06769505143165588,0.0,0.18518518518518517,6.603097438812256,0.0002846742359619906,26.117599487304688,-14.498830795288086,0.7777777777777778,hindi
data\audios\hindi\train-00002-of-00064\7925f641-1fe6-4438-ab41-d2af94531e6b_0_chunk_32.flac,0.315,0.12338205426931381,0.0,0.1,3.0887322425842285,5.809448956042212e-05,13.867372512817383,-16.735652923583984,0.8,hindi
data\audios\hindi\train-00005-of-00064\1b91f7f0-5660-486d-8817-7602aa5faecf_0_chunk_9.flac,0.334,0.060542795807123184,0.0,0.45454545454545453,10.568663597106934,0.0015353684540883004,30.55706787109375,-51.30233383178711,0.5454545454545454,hindi
data\audios\hindi\train-00002-of-00064\5348024557997358_chunk_1.flac,7.236,0.14329646527767181,0.0,0.18672199170124482,3.941096305847168,0.031176667785464404,17.45742416381836,-37.109134674072266,0.7302904564315352,hindi
data\audios\hindi\train-00002-of-00064\eaa7b407-d502-4bf9-8541-8ece2dda055d_0_chunk_17.flac,0.454,0.1511482298374176,0.0,0.6666666666666666,8.80904769897461,0.0004395591958273662,13.958965301513672,-19.356834411621094,0.3333333333333333,hindi
data\audios\hindi\train-00002-of-00064\5348024557890761_chunk_21.flac,5.054,0.058890048414468765,0.0,0.1488095238095238,7.852908611297607,0.004863674427727017,13.000107765197754,-31.69986343383789,0.7916666666666666,hindi
data\audios\hindi\train-00004-of-00064\1b6f2965-2250-4a64-9b86-59915cb4cd4e_1_chunk_18.flac,3.805,0.07611757516860962,0.0,0.18253968253968253,7.659142017364502,0.0010673501106240578,26.233596801757812,-53.62077331542969,0.7936507936507936,hindi
data\audios\hindi\valid-00000-of-00001\40f343e6-2bd9-49d1-ab67-1c0810d461ca_0_chunk_17.flac,0.911,0.06304802000522614,0.0,0.6333333333333333,6.988557815551758,0.0013916188472872229,31.951393127441406,-24.591461181640625,0.36666666666666664,hindi
data\audios\hindi\train-00003-of-00064\0dac079a-1058-40b0-bb59-58efd662fd55_0_chunk_3.flac,8.481,0.08498052507638931,0.0,0.22340425531914893,7.2826337814331055,0.05776522562670696,33.816444396972656,-132.27928161621094,0.7730496453900709,hindi
data\audios\hindi\train-00001-of-00064\a3a37462-ad8f-407d-8add-8d06aadf2854_0_chunk_21.flac,2.726,0.08238228410482407,0.0,0.03333333333333333,7.409611225128174,6.681879891109714e-05,12.180229187011719,-36.89578628540039,0.8,hindi
data\audios\hindi\train-00002-of-00064\5348024557909133_chunk_5.flac,22.055,0.12038686126470566,0.0,0.0,9.962299346923828,0.014732691594795956,11.731032371520996,-33.24357223510742,0.7904761904761904,hindi
data\audios\hindi\train-00004-of-00064\5348024557807074_chunk_9.flac,20.99,0.060387492179870605,0.0,0.9914163090128756,8.568327903747559,0.009284191538879355,22.211515426635742,-32.88941955566406,0.008583690987124463,hindi
data\audios\hindi\train-00000-of-00064\886f90f9-5225-460c-90b0-93e3719bd852_1_chunk_14.flac,0.447,0.06404712796211243,0.0,0.14285714285714285,7.153483867645264,0.04007107588800018,27.299335479736328,-27.481464385986328,0.7857142857142857,hindi
data\audios\hindi\train-00000-of-00064\62ccdbd3-a2e9-4863-8867-cd24ace6cd55_1_chunk_3.flac,1.312,0.07328736782073975,0.0,0.32558139534883723,7.105084419250488,0.001042103508486289,36.40013885498047,-61.75345993041992,0.6744186046511628,hindi
data\audios\hindi\train-00002-of-00064\5348024557930838_chunk_26.flac,1.637,0.07521457225084305,0.0,0.037037037037037035,6.296359539031982,0.012289274989926057,14.311349868774414,-48.0750846862793,0.7962962962962963,hindi
data\audios\hindi\train-00000-of-00064\5348024557903669_chunk_20.flac,2.211,0.14253439009189606,0.0,0.1232876712328767,12.781510353088379,0.047177644283051094,16.60349464416504,-30.77167510986328,0.7945205479452054,hindi
data\audios\hindi\train-00004-of-00064\f1308f75-209e-4e11-86a8-d8db5bde05d2_0_chunk_26.flac,10.816,0.06171132251620293,0.0,0.15,6.0817131996154785,0.00011530326498029517,26.469608306884766,-98.03131103515625,0.8,hindi
data\audios\hindi\train-00004-of-00064\5348024557926960_chunk_9.flac,2.318,0.08765555918216705,0.0,0.6363636363636364,7.478339195251465,0.015014131570368542,33.60047912597656,-54.32936096191406,0.36363636363636365,hindi
data\audios\hindi\train-00004-of-00064\5348024557811455_chunk_7.flac,7.589,0.1252775341272354,0.0,0.1626984126984127,4.887957572937012,0.018663218258171195,22.619281768798828,-56.953582763671875,0.746031746031746,hindi
data\audios\hindi\train-00002-of-00064\e1209293-f9bb-49b9-8f80-f89f2cd18b4c_1_chunk_15.flac,3.039,0.14645817875862122,0.0,0.3069306930693069,11.735719680786133,0.0023289085872192704,46.85512924194336,-70.4031982421875,0.693069306930693,hindi
data\audios\hindi\train-00003-of-00064\5348024557916510_chunk_1.flac,0.715,0.19224832952022552,0.0,0.21739130434782608,5.089300155639648,0.024804932455001833,16.935821533203125,-26.651647567749023,0.5652173913043478,hindi
data\audios\hindi\train-00004-of-00064\5348024557918993_chunk_1.flac,1.024,0.08534938097000122,0.0,0.0,4.964042663574219,0.007618207558131633,13.151323318481445,-18.313236236572266,0.7941176470588235,hindi
data\audios\hindi\train-00002-of-00064\d63d5aa3-0fd3-4b7a-a55c-b9daea9c93fe_1_chunk_19.flac,0.387,0.20459289848804474,0.0,0.0,4.516668796539307,3.892938069514942e-05,10.821331024169922,-13.650984764099121,0.5,hindi
data\audios\hindi\train-00002-of-00064\5348024557900138_chunk_30.flac,3.135,0.12428738176822662,0.0,0.3557692307692308,8.508539199829102,0.04293416033197135,59.74309539794922,-35.08060836791992,0.625,hindi
data\audios\hindi\train-00005-of-00064\0cbd4714-938b-422e-a951-7ecda9b08707_1_chunk_15.flac,1.292,0.18267223238945007,0.0,0.7674418604651163,15.384586334228516,0.014777938718814897,42.08065414428711,-56.53348922729492,0.23255813953488372,hindi
data\audios\hindi\train-00001-of-00064\5348024557984492_chunk_1.flac,1.779,0.1877852976322174,0.0,0.8135593220338984,17.880264282226562,0.11184907572923591,40.5359992980957,-54.55170440673828,0.1864406779661017,hindi
data\audios\hindi\train-00002-of-00064\dcea38c6-65e7-4272-b764-4a4113f01eac_0_chunk_9.flac,11.679,0.07495800405740738,0.0,0.11053984575835475,5.7919602394104,0.00011707056718822875,18.319089889526367,-38.885684967041016,0.7994858611825193,hindi
data\audios\tamil\train-00002-of-00078\eccd9103-f7b2-4c97-b986-600280f1114a_0_chunk_23.flac,0.547,0.07817212492227554,0.0,0.2777777777777778,8.870100021362305,0.00016073213186917434,28.377716064453125,-38.029144287109375,0.7222222222222222,tamil
data\audios\tamil\train-00002-of-00078\6a541176-f840-47b6-8078-ec4b3ae1a7fd_0_chunk_20.flac,1.214,0.07361690700054169,0.0,0.25,13.054738998413086,0.0007457693982845033,32.7839241027832,-85.38993072509766,0.75,tamil
data\audios\hindi\train-00002-of-00064\5348024557921845_chunk_23.flac,5.536,0.12080194801092148,0.0,0.11956521739130435,10.865262031555176,0.028286114408201345,15.620793342590332,-29.872493743896484,0.7608695652173914,hindi
data\audios\tamil\train-00001-of-00078\61a1f143-094d-476b-ad43-7cb726033d02_1_chunk_14.flac,0.449,0.03407396376132965,0.0,0.2857142857142857,4.347523212432861,0.00023134708429369742,42.79729461669922,-31.08523941040039,0.7142857142857143,tamil
data\audios\hindi\train-00003-of-00064\5348024557928676_chunk_10.flac,9.607,0.13895484805107117,0.0,0.165625,3.9010748863220215,0.02677145957234486,16.275894165039062,-21.678712844848633,0.746875,hindi
data\audios\hindi\train-00001-of-00064\5348024557904293_chunk_1.flac,20.867,0.12412851303815842,0.0,0.6258992805755396,16.29567527770996,0.04814220500427843,38.10916519165039,-60.6291618347168,0.37410071942446044,hindi
data\audios\tamil\valid-00000-of-00001\4c7987de-404b-4a48-8c1b-5be5537518b9_1_chunk_8.flac,1.024,0.06692865490913391,0.0,0.2647058823529412,5.385401248931885,0.00037964814511242393,22.241779327392578,-16.141775131225586,0.7352941176470589,tamil
data\audios\tamil\train-00005-of-00078\3096224743902127_chunk_1.flac,0.448,0.08186698704957962,0.0,0.0,3.427079439163208,0.010592005245881355,12.780037879943848,-13.56143856048584,0.7857142857142857,tamil
data\audios\hindi\train-00004-of-00064\523e3ede-9d0f-42ea-9b0b-da013d914640_1_chunk_8.flac,13.121,0.06204048544168472,0.0,0.36384439359267734,11.45431137084961,0.18336179046152642,54.4709358215332,-133.82916259765625,0.6361556064073226,hindi
data\audios\hindi\train-00005-of-00064\5348024557927875_chunk_30.flac,7.617,0.07807356119155884,4.923198109491926e-05,0.391304347826087,10.994993209838867,0.006561000495692116,29.684158325195312,-50.38648986816406,0.6007905138339921,hindi
data\audios\tamil\train-00001-of-00078\3096224743828481_chunk_1.flac,1.881,0.047393765300512314,0.0,0.0,5.322727680206299,0.0003290696860183874,10.292980194091797,-21.639616012573242,0.7903225806451613,tamil
data\audios\hindi\train-00002-of-00064\38e3247e-de79-4ed4-9adc-adedfa64367d_1_chunk_19.flac,17.673,0.10186225920915604,0.0,0.39728353140916806,10.460430145263672,0.0019237110656510163,37.377342224121094,-55.4896354675293,0.6027164685908319,hindi
data\audios\tamil\train-00002-of-00078\4b84e15b-ea26-4635-a526-e91463b3efd5_0_chunk_1.flac,0.85,0.07713241875171661,0.0,0.39285714285714285,10.68632698059082,0.0009324429344221552,42.051090240478516,-45.14583969116211,0.6071428571428571,tamil
data\audios\hindi\valid-00000-of-00001\5348024557670839_chunk_6.flac,8.128,0.09004098922014236,0.0,0.22592592592592592,6.323929309844971,0.014997372413972171,26.057024002075195,-48.2863655090332,0.737037037037037,hindi
data\audios\tamil\valid-00000-of-00001\a2a89bbb-fe7e-4690-bb43-292951da43d4_0_chunk_12.flac,0.447,0.12526096403598785,0.0,0.35714285714285715,6.4823150634765625,0.0008664364645133381,36.678749084472656,-40.67424774169922,0.6428571428571429,tamil
data\audios\hindi\train-00001-of-00064\5348024557931099_chunk_21.flac,7.108,0.07428966462612152,0.0,0.2288135593220339,6.9588117599487305,0.01140600390827303,17.485401153564453,-20.85348129272461,0.7711864406779662,hindi
data\audios\tamil\train-00000-of-00078\3096224744191191_chunk_16.flac,7.549,0.11305925250053406,0.0,0.16733067729083664,7.700289249420166,0.02361197824904493,19.731365203857422,-28.798063278198242,0.7729083665338645,tamil
data\audios\tamil\train-00002-of-00078\a174310c-fd94-4ec5-b249-5a79df281308_1_chunk_14.flac,2.078,0.0888172835111618,0.0,0.2898550724637681,7.876906394958496,0.024462417458153533,34.40788650512695,-126.77774047851562,0.7101449275362319,tamil
data\audios\tamil\train-00000-of-00078\3096224744206025_chunk_13.flac,1.887,0.04714122414588928,0.0,0.03225806451612903,4.677984237670898,0.0012595233002279233,8.155284881591797,-31.260011672973633,0.7903225806451613,tamil
data\audios\tamil\train-00000-of-00078\3096224744234217_chunk_7.flac,4.863,0.0936879888176918,0.0,0.2962962962962963,7.377865791320801,0.009943739327945601,22.11644172668457,-48.36027526855469,0.6851851851851852,tamil
data\audios\tamil\train-00001-of-00078\3096224744121859_chunk_1.flac,5.223,0.0857209712266922,0.00013162933180164657,0.13218390804597702,9.817817687988281,0.010625109577516004,21.789276123046875,-35.8985481262207,0.7931034482758621,tamil
data\audios\hindi\train-00002-of-00064\5348024557901520_chunk_20.flac,12.256,0.12485673278570175,0.0,0.20098039215686275,8.68228816986084,0.0341043400320752,20.274219512939453,-41.26398468017578,0.7696078431372549,hindi
data\audios\tamil\train-00002-of-00078\579f4b4c-2997-4eb4-978c-039fa4ad6d18_0_chunk_20.flac,3.52,0.0739699974656105,0.0,0.23931623931623933,7.987499713897705,0.014574412737437845,18.109451293945312,-20.393634796142578,0.7606837606837606,tamil
data\audios\tamil\train-00003-of-00078\3096224744215695_chunk_17.flac,9.393,0.0928918793797493,0.0,0.08306709265175719,5.483401298522949,0.008377999948958256,15.047097206115723,-25.652812957763672,0.7763578274760383,tamil
