path,language,duration_s,clipping_rate,vad_ratio,snr_db,c50_db,spectral_flatness,zcr,kurtosis,soft_score,soft_score,soft_reject_reason
data\audios\hindi\train-00000-of-00064\5348024557844982_chunk_5.flac,hindi,3.422,0.0,0.3157894736842105,29.396774291992188,-45.999149322509766,0.003244610339448777,0.05197231471538544,11.088967323303223,0.42794782261694486,0.42794782261694486,soft_score=0.4279 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557844982_chunk_2.flac,hindi,3.948,0.0,0.3969465648854962,22.24724006652832,-40.492156982421875,0.02016067901719629,0.10796985030174255,25.874696731567383,0.40150317032513433,0.40150317032513433,soft_score=0.4015 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557844982_chunk_12.flac,hindi,5.953,0.0,0.37373737373737376,32.02553176879883,-52.73356628417969,0.0068044868007216,0.06691129505634308,7.994596481323242,0.47939264074231963,0.47939264074231963,soft_score=0.4794 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557844982_chunk_3.flac,hindi,10.298,0.0,0.4139941690962099,28.600509643554688,-49.269752502441406,0.006536736944298698,0.056236572563648224,7.898652076721191,0.48015890934235406,0.48015890934235406,soft_score=0.4802 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557874350_chunk_2.flac,hindi,1.069,0.0,0.6857142857142857,10.994636535644531,-68.00640106201172,0.03294737588596294,0.1308082491159439,5.10213565826416,0.4850204798250452,0.4850204798250452,soft_score=0.485 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557877737_chunk_12.flac,hindi,6.602,0.0,0.41818181818181815,15.404085159301758,-28.28017807006836,0.03714096573153551,0.20190736651420593,6.274466514587402,0.37823957115295326,0.37823957115295326,soft_score=0.3782 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557877737_chunk_14.flac,hindi,7.568,0.0,0.30158730158730157,17.04397964477539,-28.004169464111328,0.03815246751090347,0.21593017876148224,15.396794319152832,0.31131691689988883,0.31131691689988883,soft_score=0.3113 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557877737_chunk_10.flac,hindi,12.022,0.0,0.3925,16.849830627441406,-31.675050735473633,0.03355168296171623,0.20626305043697357,5.456513404846191,0.3727351790054155,0.3727351790054155,soft_score=0.3727 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557877737_chunk_18.flac,hindi,4.758,0.0,0.34810126582278483,15.557737350463867,-34.524635314941406,0.04810126479046645,0.17991068959236145,7.836513042449951,0.3338820146150359,0.3338820146150359,soft_score=0.3339 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557877737_chunk_11.flac,hindi,12.065,0.0,0.2935323383084577,14.898460388183594,-26.655092239379883,0.04515156144596246,0.23814383149147034,18.936925888061523,0.2842907060265429,0.2842907060265429,soft_score=0.2843 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557877737_chunk_1.flac,hindi,13.12,0.0,0.33867276887871856,21.468425750732422,-24.32755470275879,0.0619328141290536,0.21660305559635162,13.096022605895996,0.37021444799945313,0.37021444799945313,soft_score=0.3702 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557877737_chunk_16.flac,hindi,10.439,0.0,0.41210374639769454,16.459043502807617,-26.79485321044922,0.03073474213796482,0.16789300739765167,7.241795539855957,0.38686420879026445,0.38686420879026445,soft_score=0.3869 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557877737_chunk_19.flac,hindi,7.565,0.0,0.3611111111111111,15.791586875915527,-21.75859832763672,0.03517464971439727,0.1952894628047943,7.635377883911133,0.35128174981096094,0.35128174981096094,soft_score=0.3513 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557877737_chunk_15.flac,hindi,14.137,0.0,0.35881104033970274,19.92464828491211,-30.124732971191406,0.04178760703808182,0.19090993702411652,7.966803550720215,0.37600934028054084,0.37600934028054084,soft_score=0.376 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557877737_chunk_23.flac,hindi,5.344,0.0,0.398876404494382,14.3571138381958,-37.46846389770508,0.023175530908735385,0.1558079868555069,5.166415214538574,0.35989718798282233,0.35989718798282233,soft_score=0.3599 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557877737_chunk_22.flac,hindi,7.507,0.0,0.32,16.61562728881836,-25.45956802368164,0.055160012449789915,0.24564093351364136,17.314537048339844,0.3140497870742975,0.3140497870742975,soft_score=0.314 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557877737_chunk_2.flac,hindi,10.05,0.0,0.373134328358209,14.250855445861816,-35.54285430908203,0.032894278445956174,0.1772068738937378,8.320656776428223,0.33885332080486896,0.33885332080486896,soft_score=0.3389 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557877737_chunk_13.flac,hindi,14.873,0.0,0.47878787878787876,18.13761329650879,-41.24830627441406,0.03155004563414029,0.1650787591934204,7.176361083984375,0.4300231955288971,0.4300231955288971,soft_score=0.43 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557877737_chunk_25.flac,hindi,6.774,0.0,0.36,12.685701370239258,-26.844730377197266,0.044682648893608554,0.24525168538093567,12.35433578491211,0.3123813929356953,0.3123813929356953,soft_score=0.3124 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557877737_chunk_27.flac,hindi,7.075,0.0,0.3702127659574468,18.0070743560791,-19.13958740234375,0.03320937336329275,0.17340204119682312,10.30041790008545,0.3751657832460943,0.3751657832460943,soft_score=0.3752 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557877737_chunk_21.flac,hindi,11.006,0.0,0.3907103825136612,18.38433837890625,-20.028610229492188,0.04278393016761815,0.20780427753925323,8.805155754089355,0.3867559656277886,0.3867559656277886,soft_score=0.3868 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557877737_chunk_26.flac,hindi,10.336,0.0,0.41569767441860467,14.198257446289062,-18.974292755126953,0.033363514272951374,0.19105029106140137,10.150957107543945,0.3709321161785575,0.3709321161785575,soft_score=0.3709 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557877737_chunk_3.flac,hindi,7.551,0.0,0.3665338645418327,16.43235969543457,-35.110965728759766,0.032907569586269725,0.20966239273548126,10.602472305297852,0.3463028216810489,0.3463028216810489,soft_score=0.3463 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557877737_chunk_8.flac,hindi,5.28,0.0,0.3522727272727273,16.2690372467041,-38.40548324584961,0.046365878981120684,0.2474319338798523,39.9562873840332,0.2989056490591917,0.2989056490591917,soft_score=0.2989 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557877737_chunk_7.flac,hindi,5.823,0.0,0.520618556701031,16.072484970092773,-21.916616439819336,0.03270332039813919,0.19215290248394012,11.356171607971191,0.44402463150427673,0.44402463150427673,soft_score=0.444 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557877737_chunk_30.flac,hindi,9.584,0.0,0.3322884012539185,15.793708801269531,-25.41193199157715,0.03806930890691843,0.21815629303455353,9.600584030151367,0.3272427619461924,0.3272427619461924,soft_score=0.3272 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557877737_chunk_5.flac,hindi,7.986,0.0,0.4473684210526316,20.98444366455078,-29.61418914794922,0.03197106774761731,0.1678779423236847,9.961817741394043,0.43785875200946367,0.43785875200946367,soft_score=0.4379 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557877737_chunk_17.flac,hindi,18.051,0.0,0.3560732113144759,18.656164169311523,-39.2277946472168,0.041313529441913126,0.20909132063388824,9.21849536895752,0.3554770794157819,0.3554770794157819,soft_score=0.3555 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557877737_chunk_4.flac,hindi,9.935,0.0,0.5740181268882175,16.1069278717041,-20.875661849975586,0.028069829240915115,0.14985588192939758,5.925056457519531,0.48692292282187905,0.48692292282187905,soft_score=0.4869 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557877737_chunk_6.flac,hindi,8.445,0.0,0.3879003558718861,15.528470039367676,-33.796573638916016,0.04366573048412892,0.2326577603816986,21.63728141784668,0.33801600405783905,0.33801600405783905,soft_score=0.338 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557878301_chunk_2.flac,hindi,5.246,0.0,0.6149425287356322,13.55695915222168,-46.582298278808594,0.021295307114066266,0.08680680394172668,6.9446330070495605,0.4807113355558491,0.4807113355558491,soft_score=0.4807 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557877737_chunk_28.flac,hindi,15.808,0.0,0.32509505703422054,14.221845626831055,-33.84284973144531,0.038554014112865,0.2269025444984436,11.448012351989746,0.30247818881453575,0.30247818881453575,soft_score=0.3025 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557878301_chunk_6.flac,hindi,3.905,0.0,0.34615384615384615,24.799396514892578,-30.160049438476562,0.05130580291529052,0.12825597822666168,6.321412086486816,0.4137696303434818,0.4137696303434818,soft_score=0.4138 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557877737_chunk_29.flac,hindi,13.887,0.0,0.36796536796536794,16.63326644897461,-50.073036193847656,0.04258874943303897,0.21009454131126404,16.658342361450195,0.33184024927780115,0.33184024927780115,soft_score=0.3318 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557878301_chunk_1.flac,hindi,11.392,0.0,0.6226912928759895,15.39642333984375,-50.65385437011719,0.03375608077316091,0.09998568892478943,5.842810153961182,0.49561495674681394,0.49561495674681394,soft_score=0.4956 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557878301_chunk_4.flac,hindi,10.335,0.0,0.49709302325581395,21.815614700317383,-51.625640869140625,0.05731547924943522,0.14154064655303955,7.616009712219238,0.46247051378673165,0.46247051378673165,soft_score=0.4625 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557878301_chunk_3.flac,hindi,11.774,0.0,0.5433673469387755,17.489604949951172,-38.92715835571289,0.05168654116899885,0.14075082540512085,7.167619228363037,0.46558539431036383,0.46558539431036383,soft_score=0.4656 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557877743_chunk_1.flac,hindi,18.304,0.0,0.5934426229508196,15.706462860107422,-29.006595611572266,0.024515875028294436,0.14926590025424957,6.746427059173584,0.48946616273466714,0.48946616273466714,soft_score=0.4895 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557879905_chunk_11.flac,hindi,5.439,0.0,0.32044198895027626,16.617509841918945,-60.97041702270508,0.006400407722066543,0.062422867864370346,5.386611461639404,0.32675990229451024,0.32675990229451024,soft_score=0.3268 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557879905_chunk_10.flac,hindi,9.663,0.0,0.36645962732919257,14.665369033813477,-28.87136459350586,0.008853227565654783,0.07311752438545227,4.393511772155762,0.3594308255647644,0.3594308255647644,soft_score=0.3594 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557879905_chunk_5.flac,hindi,4.768,0.0,0.4240506329113924,13.553732872009277,-26.710966110229492,0.011818739681056085,0.07852593809366226,4.152155876159668,0.38564206801784257,0.38564206801784257,soft_score=0.3856 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557879905_chunk_7.flac,hindi,5.73,0.0,0.3193717277486911,15.034017562866211,-56.12750244140625,0.011437878573169653,0.10159691423177719,5.46185302734375,0.3124404215402249,0.3124404215402249,soft_score=0.3124 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557878301_chunk_5.flac,hindi,23.584,0.0,0.5190839694656488,20.504470825195312,-25.608274459838867,0.036865353340609454,0.10456343740224838,7.042961120605469,0.48836456608901035,0.48836456608901035,soft_score=0.4884 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557879905_chunk_4.flac,hindi,12.255,0.0,0.33578431372549017,17.901906967163086,-37.33772277832031,0.014903999185813166,0.09815946966409683,5.211380958557129,0.35687327066141533,0.35687327066141533,soft_score=0.3569 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557879905_chunk_12.flac,hindi,15.905,0.0,0.31886792452830187,17.243206024169922,-38.900875091552734,0.014833827377075405,0.08139993250370026,4.907530307769775,0.34288301948750455,0.34288301948750455,soft_score=0.3429 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557879905_chunk_6.flac,hindi,21.951,0.0,0.3679890560875513,16.066612243652344,-28.56788444519043,0.01405595613637734,0.0924949198961258,4.5735931396484375,0.36871707590888997,0.36871707590888997,soft_score=0.3687 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557885249_chunk_5.flac,hindi,1.122,0.0,0.43243243243243246,31.575763702392578,-68.98152160644531,0.048710273663109815,0.2076115608215332,9.264476776123047,0.4804597544040139,0.4804597544040139,soft_score=0.4805 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557886940_chunk_11.flac,hindi,1.982,0.0,0.48484848484848486,23.462221145629883,-22.188461303710938,0.036069928847369065,0.11333586275577545,10.366682052612305,0.48894936439149134,0.48894936439149134,soft_score=0.4889 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557887476_chunk_1.flac,hindi,1.835,0.0,0.29508196721311475,38.39016342163086,-50.43068313598633,0.07600950926828072,0.11821074783802032,15.432450294494629,0.46511703312702923,0.46511703312702923,soft_score=0.4651 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557887479_chunk_1.flac,hindi,1.177,0.0,0.4358974358974359,20.64303970336914,-30.105201721191406,0.024505371794962295,0.11380546540021896,12.632643699645996,0.4316534943719424,0.4316534943719424,soft_score=0.4317 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557892471_chunk_4.flac,hindi,1.505,0.0,0.46,24.460693359375,-34.160850524902344,0.028862530159313688,0.13219207525253296,6.530288219451904,0.4767844256992629,0.4767844256992629,soft_score=0.4768 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557899241_chunk_3.flac,hindi,1.333,0.0,0.3181818181818182,35.22330856323242,-47.8742790222168,0.02463544611188989,0.11880812048912048,14.298644065856934,0.46108672175782456,0.46108672175782456,soft_score=0.4611 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557899241_chunk_6.flac,hindi,1.09,0.0,0.4166666666666667,31.02821159362793,-39.425682067871094,0.023626024908879516,0.09539550542831421,12.886250495910645,0.49624487840426534,0.49624487840426534,soft_score=0.4962 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557899241_chunk_5.flac,hindi,1.356,0.0,0.3333333333333333,34.88628005981445,-48.871910095214844,0.0048070571510190965,0.035351429134607315,21.742216110229492,0.4693858522674958,0.4693858522674958,soft_score=0.4694 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557900527_chunk_1.flac,hindi,7.648,0.0,0.4921259842519685,20.618656158447266,-33.45143508911133,0.026518714516591033,0.10354578495025635,7.163214206695557,0.4690417447314136,0.4690417447314136,soft_score=0.469 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557901218_chunk_10.flac,hindi,7.648,0.0,0.3858267716535433,31.814489364624023,-25.880977630615234,0.041080440405665525,0.1046142727136612,5.546857833862305,0.4982589774065818,0.4982589774065818,soft_score=0.4983 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557901218_chunk_13.flac,hindi,7.456,0.0,0.3709677419354839,33.55988693237305,-52.31053924560547,0.051814227327221477,0.14158780872821808,6.258843421936035,0.48027652026985723,0.48027652026985723,soft_score=0.4803 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557901218_chunk_14.flac,hindi,10.53,0.0,0.4472934472934473,27.742406845092773,-27.883522033691406,0.04016611320558247,0.14141225814819336,5.781391620635986,0.4976624119039713,0.4976624119039713,soft_score=0.4977 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557901218_chunk_2.flac,hindi,7.84,0.0,0.38697318007662834,28.020729064941406,-37.10939025878906,0.0367311420247101,0.10721170902252197,5.349527835845947,0.4625733106314529,0.4625733106314529,soft_score=0.4626 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557901218_chunk_23.flac,hindi,7.264,0.0,0.4297520661157025,27.07289695739746,-20.797714233398438,0.038627758073706726,0.14281214773654938,5.723574161529541,0.4868005896591646,0.4868005896591646,soft_score=0.4868 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557901218_chunk_17.flac,hindi,14.846,0.0,0.4190283400809717,30.64788055419922,-45.68321228027344,0.03490598287156925,0.12386635690927505,5.899753093719482,0.49399590415553146,0.49399590415553146,soft_score=0.494 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557901218_chunk_27.flac,hindi,8.992,0.0,0.44481605351170567,29.3681697845459,-68.42723083496094,0.03758277312763595,0.11622248589992523,6.940548419952393,0.483997112248011,0.483997112248011,soft_score=0.484 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557901218_chunk_16.flac,hindi,16.385,0.0,0.4267399267399267,26.350482940673828,-20.72402000427246,0.035830211198952897,0.13343581557273865,6.312187671661377,0.48008772021362534,0.48008772021362534,soft_score=0.4801 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557901218_chunk_5.flac,hindi,6.881,0.0,0.30131004366812225,31.71959114074707,-55.599205017089844,0.04426038073938245,0.13842976093292236,11.707170486450195,0.4181124882107974,0.4181124882107974,soft_score=0.4181 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557903669_chunk_10.flac,hindi,4.313,0.0,0.4825174825174825,22.805204391479492,-23.146753311157227,0.15328868404862048,0.24526619911193848,12.932907104492188,0.45605736611936,0.45605736611936,soft_score=0.4561 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557901218_chunk_7.flac,hindi,10.24,0.0,0.3284457478005865,34.45591354370117,-43.77207946777344,0.042278506734002345,0.11972034722566605,6.4230637550354,0.4705882802192839,0.4705882802192839,soft_score=0.4706 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557903669_chunk_21.flac,hindi,4.176,0.0,0.5539568345323741,22.3056640625,-38.798316955566406,0.16897844919146335,0.3057703673839569,13.385200500488281,0.47601634801361636,0.47601634801361636,soft_score=0.476 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557903669_chunk_22.flac,hindi,9.474,0.0,0.5301587301587302,23.474445343017578,-13.9873046875,0.15333886131135396,0.27825164794921875,28.20276641845703,0.4759104860156747,0.4759104860156747,soft_score=0.4759 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557906454_chunk_1.flac,hindi,4.389,0.0,0.5136986301369864,23.202102661132812,-44.985069274902344,0.012455293113400653,0.1522006392478943,6.687370300292969,0.49067296024083423,0.49067296024083423,soft_score=0.4907 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557909351_chunk_1.flac,hindi,0.829,0.0,0.4074074074074074,23.884695053100586,-30.080562591552734,0.0024746274975983884,0.03897008299827576,9.082048416137695,0.4532507488127612,0.4532507488127612,soft_score=0.4533 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557911719_chunk_1.flac,hindi,2.554,0.0,0.29411764705882354,39.03141784667969,-52.497596740722656,0.08347276493977326,0.16528308391571045,26.030914306640625,0.4515769781314081,0.4515769781314081,soft_score=0.4516 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557912587_chunk_1.flac,hindi,2.255,0.0,0.4666666666666667,18.806747436523438,-27.182735443115234,0.03726104305828142,0.13647876679897308,27.72125244140625,0.41841129308566133,0.41841129308566133,soft_score=0.4184 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557912854_chunk_1.flac,hindi,8.388,0.0,0.4336917562724014,19.26514434814453,-43.005489349365234,0.004675456080742047,0.0938447043299675,6.861377239227295,0.4209687244340346,0.4209687244340346,soft_score=0.421 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557913716_chunk_1.flac,hindi,1.747,0.0,0.3103448275862069,32.545169830322266,-50.93163299560547,0.010682578948986367,0.17169392108917236,16.60162925720215,0.4269010189176336,0.4269010189176336,soft_score=0.4269 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557917498_chunk_1.flac,hindi,1.696,0.0,0.35714285714285715,34.124977111816406,-41.159934997558594,0.051735133466632714,0.1207500770688057,15.001834869384766,0.4768710231597517,0.4768710231597517,soft_score=0.4769 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557920434_chunk_17.flac,hindi,2.624,0.0,0.3793103448275862,31.660688400268555,-46.809661865234375,0.040065475921192154,0.12611283361911774,42.6146125793457,0.4388386842163763,0.4388386842163763,soft_score=0.4388 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557916684_chunk_1.flac,hindi,16.519,0.0,0.39454545454545453,18.90470314025879,-20.22332763671875,0.02165699861330388,0.10296262055635452,6.012147903442383,0.4085415749260524,0.4085415749260524,soft_score=0.4085 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557921480_chunk_1.flac,hindi,1.26,0.0,0.42857142857142855,20.793212890625,-9.758624076843262,0.008585908913452523,0.060169998556375504,13.00333023071289,0.4482829365763996,0.4482829365763996,soft_score=0.4483 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557923397_chunk_6.flac,hindi,5.057,0.0,0.5714285714285714,19.993959426879883,-46.89031219482422,0.020893470757103186,0.14645467698574066,8.849958419799805,0.4963605538377249,0.4963605538377249,soft_score=0.4964 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557925298_chunk_10.flac,hindi,1.842,0.0,0.3770491803278688,26.41575050354004,-31.720752716064453,0.02852493027732941,0.13835176825523376,8.801379203796387,0.44160201695829454,0.44160201695829454,soft_score=0.4416 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557925478_chunk_1.flac,hindi,0.88,0.0,0.3448275862068966,31.23812484741211,-31.983051300048828,0.015660179009864064,0.08350731432437897,12.987520217895508,0.4621486043585316,0.4621486043585316,soft_score=0.4621 < threshold=0.5
data\audios\hindi\train-00000-of-00064\5348024557925298_chunk_9.flac,hindi,3.411,0.0,0.36283185840707965,26.928237915039062,-39.10313415527344,0.05826139570327645,0.17263104021549225,12.694252014160156,0.42236344884595783,0.42236344884595783,soft_score=0.4224 < threshold=0.5
